Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI
51,Female,57.40,1.77,177.00,123.00,72.00,1.08,598.00,Yoga,31.60,2.10,4.00,2.00,18.32
23,Female,40.90,1.75,167.00,145.00,61.00,0.82,594.00,Yoga,25.20,2.10,3.00,1.00,13.36
54,Male,78.40,1.90,174.00,146.00,72.00,0.81,585.00,Yoga,21.50,3.70,2.00,1.00,21.72
34,Male,92.00,1.76,175.00,143.00,73.00,0.73,574.00,Yoga,22.10,3.50,3.00,1.00,29.70
50,Male,51.10,1.98,171.00,126.00,52.00,0.92,574.00,Yoga,28.00,2.40,2.00,1.00,13.03
18,Female,66.90,1.75,170.00,122.00,61.00,0.94,573.00,Yoga,26.80,1.70,2.00,1.00,21.84
55,Female,42.90,1.69,186.00,140.00,56.00,0.90,567.00,Yoga,34.70,2.40,2.00,1.00,15.02
40,Female,72.20,1.60,173.00,130.00,67.00,0.87,566.00,Yoga,29.20,1.90,3.00,1.00,28.20
24,Female,72.90,1.76,175.00,127.00,68.00,0.86,546.00,Yoga,30.80,1.50,3.00,1.00,23.53
41,Male,66.10,1.69,187.00,143.00,68.00,0.77,545.00,Yoga,27.40,3.40,2.00,1.00,23.14
55,Male,129.90,1.73,187.00,155.00,60.00,0.69,529.00,Yoga,21.70,3.10,3.00,1.00,43.40
31,Male,70.20,1.98,199.00,129.00,61.00,0.71,504.00,Yoga,24.20,2.50,2.00,1.00,17.91
59,Male,122.30,1.89,178.00,153.00,51.00,0.66,500.00,Yoga,20.10,3.10,3.00,1.00,34.24
30,Male,64.10,1.87,182.00,142.00,67.00,0.64,500.00,Yoga,26.20,2.10,2.00,1.00,18.33
29,Male,95.20,1.86,174.00,141.00,52.00,0.64,496.00,Yoga,26.60,2.50,2.00,1.00,27.52
30,Male,120.30,1.96,171.00,136.00,65.00,0.66,494.00,Yoga,23.90,2.60,2.00,1.00,31.32
44,Female,48.00,1.76,189.00,124.00,52.00,0.88,491.00,Yoga,28.60,2.60,2.00,1.00,15.50
38,Female,76.60,1.58,199.00,130.00,53.00,0.74,481.00,Yoga,32.20,2.30,2.00,1.00,30.68
56,Male,69.30,1.68,195.00,138.00,58.00,0.66,451.00,Yoga,26.50,2.10,2.00,1.00,24.55
54,Male,67.00,1.68,191.00,164.00,63.00,0.55,446.00,Yoga,20.50,2.80,3.00,1.00,23.74
49,Male,70.20,1.89,194.00,127.00,51.00,0.70,440.00,Yoga,29.60,2.60,3.00,1.00,19.65
43,Female,42.70,1.66,173.00,134.00,53.00,0.73,440.00,Yoga,33.90,1.90,2.00,1.00,15.50
48,Female,52.30,1.66,174.00,130.00,71.00,0.74,433.00,Yoga,33.00,1.80,3.00,1.00,18.98
41,Male,71.70,1.96,162.00,168.00,51.00,0.51,424.00,Yoga,27.30,2.50,2.00,1.00,18.66
59,Male,96.70,1.71,183.00,150.00,62.00,0.57,423.00,Yoga,28.40,2.90,3.00,1.00,33.07
20,Female,51.10,1.58,188.00,169.00,64.00,0.50,422.00,Yoga,29.60,1.60,2.00,1.00,20.47
29,Female,56.20,1.77,191.00,123.00,61.00,0.68,418.00,Yoga,33.40,2.60,3.00,1.00,17.94
40,Female,58.10,1.56,174.00,136.00,63.00,0.61,415.00,Yoga,34.40,2.20,2.00,1.00,23.87
58,Female,56.50,1.70,170.00,122.00,57.00,0.74,406.00,Yoga,27.00,2.70,2.00,1.00,19.55
42,Female,46.60,1.77,184.00,139.00,63.00,0.61,382.00,Yoga,28.10,2.60,2.00,1.00,14.87
23,Female,44.10,1.62,196.00,122.00,58.00,0.58,354.00,Yoga,25.70,2.70,2.00,1.00,16.80
25,Female,77.70,1.55,184.00,120.00,52.00,0.55,330.00,Yoga,33.00,1.70,2.00,1.00,32.34
